,Address,Full Location,Neighborhood,Area,Borough,Price,Baths,Beds
183,"329 Lexington Avenue, Apt 5E","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3995.0,1.0,2
184,"412 East 88th Street, Apt 2W","Yorkville, Upper East Side, Upper Manhattan, Manhattan
",Yorkville,Upper East Side,Manhattan,2750.0,1.0,1
185,Broad Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,5546.0,2.0,1
186,524 West 50th St. 2a Front New...,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,1950.0,1.0,0
187,Thompson St,"SoHo, Downtown Manhattan, Manhattan",SoHo,Downtown Manhattan,Manhattan,7795.0,2.0,1
188,"108 South Oxford Street, Apt 1..."," Fort Greene, Northwestern Brooklyn, Brooklyn",Fort Greene,Northwestern Brooklyn,Brooklyn,3795.0,1.0,2
189,East 39th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3387.0,1.0,1
190,East 46th Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,2995.0,1.0,1
191,"628 West 151st Street, Apt 02J...","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",Hamilton Heights,West Harlem,Manhattan,2295.0,1.0,1
192,"239 East 24th Street, Apt 9","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,2075.0,1.0,0
193,"550 West 54th Street, Apt 1507...","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3229.0,1.0,1
194,Wall St.,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2325.0,1.0,0
195,"310 West 20th Street, Apt A3","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,1600.0,1.0,0
196,"2 Gold Street, Apt 1814","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,4550.0,1.0,2
197,295 Park Avenue South,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,4325.0,1.0,2
198,"135 Plymouth Street, Apt 603A","DUMBO, Northwestern Brooklyn, Brooklyn",DUMBO,Northwestern Brooklyn,Brooklyn,2400.0,1.0,1
199,"129 Lexington Avenue, Apt 6","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3045.0,1.0,2
200,"135 Plymouth Street, Apt 603A","DUMBO, Northwestern Brooklyn, Brooklyn",DUMBO,Northwestern Brooklyn,Brooklyn,2400.0,1.0,1
201,"129 Lexington Avenue, Apt 6","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3045.0,1.0,2
202,"60 Riverside Boulevard, Apt 80...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,5245.0,2.0,1
203,"142 Sullivan Street, Apt 11","SoHo, Downtown Manhattan, Manhattan",SoHo,Downtown Manhattan,Manhattan,4495.0,2.0,2
204,Mulberry Street,"Little Italy, Downtown Manhattan, Manhattan",Little Italy,Downtown Manhattan,Manhattan,4600.0,1.0,3
205,Clermont Avenue,"Clinton Hill, Northwestern Brooklyn, Brooklyn",Clinton Hill,Northwestern Brooklyn,Brooklyn,3165.0,1.0,1
206,"168 Rivington Street, Apt 3A","Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,2750.0,2.0,2
207,"525 West 52nd Street, Apt 6NN","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3600.0,1.0,1
208,"70 Clifton Place, Apt 3","Clinton Hill, Northwestern Brooklyn, Brooklyn",Clinton Hill,Northwestern Brooklyn,Brooklyn,3650.0,1.0,2
209,46th avenue ,"Hunters Point, Long Island City, Northwestern Queens, Queens",Hunters Point,Long Island City,Queens,2500.0,1.0,0
210,"25 East 10th Street, Apt 10F","Greenwich Village, Downtown Manhattan, Manhattan",Greenwich Village,Downtown Manhattan,Manhattan,4795.0,1.0,1
211,Orchard Street,"Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,3650.0,1.0,2
212,"95 Wall Street, Apt 2206","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2815.0,1.0,0
213,"420 Kent Avenue, Apt 4TH FLOOR...","Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3410.0,1.0,1
214,"45-45 Center Boulevard, Apt 17...","Hunters Point, Long Island City, Northwestern Queens, Queens",Hunters Point,Long Island City,Queens,3000.0,1.0,1
215,India Street,"Greenpoint, Northern Brooklyn, Brooklyn",Greenpoint,Northern Brooklyn,Brooklyn,2635.0,1.0,0
216,"320 East 46th Street, Apt 24F","Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,3204.0,1.0,1
217,"1365 York Avenue, Apt 26L","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3479.0,1.0,1
218,"235 Vernon Avenue, Apt 1","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",Bedford-Stuyvesant,Northern Brooklyn,Brooklyn,2400.0,1.0,2
219,"45 Wall Street, Apt 716","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3550.0,1.0,1
220,Fulton Street,"Clinton Hill, Northwestern Brooklyn, Brooklyn",Clinton Hill,Northwestern Brooklyn,Brooklyn,2481.0,1.0,0
221,"1141 Bergen Street, Apt 5","Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2600.0,1.0,3
222,"200 Water Street, Apt 2911","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3857.0,1.0,1
223,"240 East 28th Street, Apt 4 FL...","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3390.0,1.0,2
224,"162 West 80th Street, Apt APT ...","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,2750.0,1.0,1
225,"294 Manhattan Avenue, Apt 3F","Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,2495.0,1.0,0
226,418 West 49th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2250.0,1.0,0
227,"28-40 Jackson Avenue, Apt 5L","Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,2960.0,1.0,1
228,Kent Avenue,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,2425.0,1.0,0
229,"10 Liberty Street, Apt 31F","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,5376.0,2.0,2
230,"947 1st Avenue, Apt 5","Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,2100.0,1.0,0
231,East 82nd St,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,7400.0,2.0,2
232,Mulberry St.,"Little Italy, Downtown Manhattan, Manhattan",Little Italy,Downtown Manhattan,Manhattan,5295.0,1.0,3
233,"381 Sterling Place, Apt 2","Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,3300.0,1.0,1
234,"1297 Lexington Ave, Apt 3","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,4125.0,2.0,3
235,Copy of Jackson avenue,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,2995.0,1.0,1
236,"42 West 72nd Street, Apt 7D","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,1502.0,1.0,0
237,"230 East 30th Street, Apt PH","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,8500.0,2.0,4
238,"434 East 72nd Street, Apt 5A","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,1844.0,1.0,0
239,E 18 street,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,4400.0,1.0,3
240,E 18 street,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,4400.0,1.0,3
241,"603 Isham Street, Apt 2E","Inwood, Upper Manhattan, Manhattan",Inwood,Upper Manhattan,Manhattan,1745.0,1.0,1
242,West 37th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,4928.0,2.0,2
243,"424 East 14th Street, Apt 1E","East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,1900.0,1.0,0
244,753 East 6th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,2800.0,1.0,2
245,West 42nd St,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,6085.0,2.0,2
246,Copy of Second Ave,"Midtown East, Midtown Manhattan, Manhattan",Midtown East,Midtown Manhattan,Manhattan,6937.0,2.0,2
247,"177 East Houston Street, Apt 6...","Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,3000.0,1.0,2
248,"670 Pacific Street, Apt 103","Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,3276.0,1.0,1
249,"445 West 35th Street, Apt B4","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3695.0,1.0,1
250,"310 West 20th Street, Apt D3","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,1700.0,1.0,0
251,"340 West 47th Street, Apt 2A","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2190.0,1.0,0
252,"31 West 94th Street, Apt 4AB","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,7200.0,2.0,2
253,Clermont Avenue,"Clinton Hill, Northwestern Brooklyn, Brooklyn",Clinton Hill,Northwestern Brooklyn,Brooklyn,3164.0,1.0,1
254,4500 Broadway,"Fort George, Washington Heights, Upper Manhattan, Manhattan",Fort George,Washington Heights,Manhattan,2500.0,1.0,2
255,"330 East 63rd St, Apt 3N","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2700.0,1.0,0
256,East 83rd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3100.0,1.0,2
257,West Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3466.0,1.0,1
258,Astor Place,"NoHo, Downtown Manhattan, Manhattan",NoHo,Downtown Manhattan,Manhattan,4750.0,1.0,1
259,"13 Carmine Street, Apt 8","West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,3000.0,1.0,2
260,East 83rd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3100.0,1.0,2
261,West Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3466.0,1.0,1
262,Astor Place,"NoHo, Downtown Manhattan, Manhattan",NoHo,Downtown Manhattan,Manhattan,4750.0,1.0,1
263,"13 Carmine Street, Apt 8","West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,3000.0,1.0,2
264,West 15th St,"Chelsea, Midtown Manhattan, Manhattan
",Chelsea,Midtown Manhattan,Manhattan,4300.0,1.0,1
265,York Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,1850.0,1.0,0
266,Barclay St,"Tribeca, Downtown Manhattan, Manhattan",Tribeca,Downtown Manhattan,Manhattan,4700.0,1.0,1
267,650 Ninth Avenue,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,1550.0,2.0,0
268,21st Street,"Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,3350.0,1.0,2
269,295 Park Avenue South,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,4595.0,1.0,2
270,"303 10th Avenue, Apt APT 12C","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,3895.0,1.0,1
271,"236 East 36th Street, Apt 11BC...","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,7900.0,2.0,3
272,"244 East 23rd, Apt PH","Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,3500.0,2.0,2
273,"47-20 42nd Street, Apt 4K","Sunnyside, Long Island City, Northwestern Queens, Queens",Sunnyside,Long Island City,Queens,2200.0,1.0,1
274,West 37th Street," Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2837.0,1.0,0
275,"101 West End Avenue, Apt 19B","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,2780.0,1.0,0
276,East 14th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,2295.0,1.0,1
277,2492 Adam Clayton Powell Jr Bo...,"Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,2800.0,1.0,3
278,"530 East 89th St, Apt 2F","Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2050.0,1.0,0
279,Christopher Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,5200.0,1.0,1
280,East 14th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,2295.0,1.0,1
281,"100 John Street, Apt 1907","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2423.0,1.0,0
282,2492 Adam Clayton Powell Jr Bo...,"Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,2800.0,1.0,3
283,"530 East 89th St, Apt 2F","Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2050.0,1.0,0
284,West End Ave,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3630.0,1.0,1
285,York Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2095.0,1.0,0
286,Christopher Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,5200.0,1.0,1
287,"1443 York Avenue, Apt 3S","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2995.0,1.0,2
288,E 78th Street,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2195.0,1.0,0
289,"310 West 20th Street, Apt A5","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,1500.0,1.0,0
290,East 62nd Street,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2650.0,1.0,1
291,Wall Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2537.0,1.0,0
292,Ridge Street,"Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,3450.0,1.0,2
293,"201 East 12th Street, Apt 507","East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,4250.0,1.0,1
294,Avenue B,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,3495.0,1.0,1
295,330 East 53rd Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,4200.0,1.0,2
296,330 East 53rd St,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,3300.0,1.0,1
297,"550 West 54th Street, Apt 921","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3229.0,1.0,1
298,York Ave,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3112.0,1.0,1
299,Broadway,"Fort George, Washington Heights, Upper Manhattan, Manhattan",Fort George,Washington Heights,Manhattan,1720.0,1.0,1
300,West 13th Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,4000.0,2.0,1
301,E 84th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,1950.0,1.0,0
302,330 East 63rd Street,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3300.0,1.0,1
303,"550 West 54th Street, Apt 921","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3229.0,1.0,1
304,York Ave,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3112.0,1.0,1
305,Broadway,"Fort George, Washington Heights, Upper Manhattan, Manhattan",Fort George,Washington Heights,Manhattan,1720.0,1.0,1
306,"210 Avenue B, Apt 2S","Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,3100.0,1.0,2
307,72nd and 73rd st,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3695.0,1.0,1
308,"84th DR, Briarwood, NY 11435","Briarwood, Southeastern Queens, Queens",Briarwood,Southeastern Queens,Queens,2462.0,1.0,2
309,East 35th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,2000.0,1.0,0
310,East 35th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,2000.0,1.0,0
311,East 29th Street - Murray hill...,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3095.0,1.0,1
312,330 East 63rd Street,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3900.0,1.0,2
313,Wall Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2741.0,1.0,0
314,East 14th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,3595.0,1.0,2
315,West 171st Street,"Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,2600.0,1.0,2
316,"1450 2nd Avenue, Apt 5A","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,1720.0,1.0,0
317,49th Avenue,"Hunters Point, Long Island City, Northwestern Queens, Queens",Hunters Point,Long Island City,Queens,3000.0,1.0,1
318,"611 West 148th Street, Apt 24","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",Hamilton Heights,West Harlem,Manhattan,3175.0,2.0,3
319,Hanover Square,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3655.0,1.0,1
320,E 84th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2795.0,1.0,2
321,West 171st Street,"Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,2600.0,1.0,2
322,East 83rd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3100.0,1.0,2
323,360 East 65th St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,6250.0,2.0,3
324,"1450 2nd Avenue, Apt 5A","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,1720.0,1.0,0
325,49th Avenue,"Hunters Point, Long Island City, Northwestern Queens, Queens",Hunters Point,Long Island City,Queens,3000.0,1.0,1
326,"611 West 148th Street, Apt 24","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",Hamilton Heights,West Harlem,Manhattan,3175.0,2.0,3
327,Hanover Square,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3655.0,1.0,1
328,West 66th St,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3200.0,1.0,1
329,Wall Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3455.0,1.0,1
330,"1356 Dekalb Avenue, Apt 1","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,1858.0,1.0,1
331,East 6th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,4195.0,1.0,3
332,"466 W 151st St., Apt 5C","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",Hamilton Heights,West Harlem,Manhattan,3200.0,2.0,3
333,West 34th Street,"Koreatown, Midtown Manhattan, Manhattan",Koreatown,Midtown Manhattan,Manhattan,2800.0,1.0,0
334,"201 East 87th Street, Apt 6N","Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3575.0,1.0,1
335,West 72nd Street,"Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,2350.0,1.0,0
336,"55 Perry Street, Apt 4F","West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,2765.0,1.0,0
337,Sixth Avenue and Seventh Avenu...,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,6153.0,2.0,2
338,"685 1st Avenue, Apt 12N","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3069.0,1.0,0
339,"400 West 63rd Street, Apt 1410...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,5963.0,2.0,2
340,East 35th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,2000.0,1.0,0
341,West End Ave,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3555.0,1.0,1
342,"685 1st Avenue, Apt 12N","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3069.0,1.0,0
